gender,height_cm,weight_kg,body_fat_pct,chest_cm,waist_cm,shoulders_cm,arms_cm,forearms_cm,neck_cm,thighs_cm,calves_cm,hips_cm,ratio_shoulder_to_waist,ratio_chest_to_waist,ratio_hip_to_waist,ratio_thigh_to_waist,ratio_calf_to_thigh,ratio_arm_to_neck,ratio_forearm_to_arm,target_focus
male,176.0,90.0,16.8,108.9,75.7,108.9,35.2,29.2,35.4,66.1,29.744999999999997,91.6,1.4386,1.4386,1.21,0.8732,0.45,0.9944,0.8295,calves
male,161.3,97.1,12.9,107.8,75.3,117.5,30.8,27.4,43.5,57.4,44.4,93.3,1.5604,1.4316,1.239,0.7623,0.7735,0.708,0.8896,arms
female,155.2,61.8,22.8,100.8,75.5,89.4,23.4,20.5,35.3,60.8,33.9,95.6,1.1841,1.3351,1.2662,0.8053,0.5576,0.6629,0.8761,arms
male,170.1,88.4,20.2,97.8,87.6,118.8,29.849999999999998,24.0,39.8,64.2,37.3,100.2,1.3562,1.1164,1.1438,0.7329,0.581,0.75,0.804,arms
male,170.3,80.5,23.3,100.5,73.7,124.6,27.5,28.8,36.8,55.3,36.7,91.0,1.6906,1.3636,1.2347,0.7503,0.6637,0.7473,1.0473,arms
female,165.3,58.2,34.0,91.4,79.0,113.9,32.9,24.4,32.2,47.4,35.7,108.8,1.4418,1.157,1.3772,0.6,0.7532,1.0217,0.7416,legs
male,153.9,94.2,23.6,97.6,92.9,123.0,31.3,31.8,34.2,57.7,35.4,90.2,1.324,1.0506,0.9709,0.6211,0.6135,0.9152,1.016,chest
female,172.9,78.7,30.3,78.1,63.3,105.2,27.9,21.8,37.8,56.6,25.470000000000002,107.9,1.6619,1.2338,1.7046,0.8942,0.45,0.7381,0.7814,arms
female,180.5,54.7,22.4,83.4,86.5,109.6,26.1,20.8,36.5,58.2,39.9,99.5,1.2671,0.9642,1.1503,0.6728,0.6856,0.7151,0.7969,chest
male,180.1,73.3,17.1,90.5,88.4,124.1,38.0,30.0,37.6,67.3,39.6,105.7,1.4038,1.0238,1.1957,0.7613,0.5884,1.0106,0.7895,chest
male,177.1,87.4,22.6,90.8,73.9,107.6,33.6,27.0,33.7,58.9,35.6,104.3,1.456,1.2287,1.4114,0.797,0.6044,0.997,0.8036,chest
female,167.7,57.3,29.9,90.1,72.1,98.0,26.4,22.6,35.0,59.1,41.4,105.4,1.3592,1.2497,1.4619,0.8197,0.7005,0.7543,0.8561,arms
female,163.2,53.6,22.6,85.1,53.5,96.9,33.6,23.9,32.1,58.4,28.2,102.3,1.8112,1.5907,1.9121,1.0916,0.4829,1.0467,0.7113,calves
male,177.2,57.2,15.5,110.2,86.3,106.7,43.5,24.2,37.3,51.8,31.9,92.8,1.2364,1.2769,1.0753,0.6002,0.6158,1.1662,0.5563,forearms
male,187.0,76.6,11.9,103.8,88.6,119.9,35.1,27.7,38.3,56.9,25.605,111.6,1.3533,1.1716,1.2596,0.6422,0.45,0.9164,0.7892,calves
female,165.0,67.8,22.1,95.4,77.5,101.1,31.2,23.0,30.6,58.1,35.8,107.7,1.3045,1.231,1.3897,0.7497,0.6162,1.0196,0.7372,shoulders
male,177.2,75.4,18.0,102.9,88.4,120.4,33.6,31.0,36.0,72.9,39.1,88.1,1.362,1.164,0.9966,0.8247,0.5364,0.9333,0.9226,glutes
female,169.6,61.2,17.0,82.7,78.3,91.7,22.9,24.3,32.4,51.8,33.3,88.2,1.1711,1.0562,1.1264,0.6616,0.6429,0.7068,1.0611,arms
female,160.2,59.1,28.1,88.2,68.4,90.1,29.3,23.2,31.7,49.8,35.0,103.8,1.3173,1.2895,1.5175,0.7281,0.7028,0.9243,0.7918,shoulders
male,189.5,91.9,17.4,105.9,84.4,118.4,39.2,25.3,38.1,65.1,37.2,93.4,1.4028,1.2547,1.1066,0.7713,0.5714,1.0289,0.6454,forearms
male,162.1,111.1,19.9,95.3,87.1,110.4,32.7,25.2,33.8,45.4,29.6,103.1,1.2675,1.0941,1.1837,0.5212,0.652,0.9675,0.7706,legs
female,168.2,75.5,26.1,87.9,75.1,101.1,32.2,27.7,36.6,43.1,20.0,100.0,1.3462,1.1704,1.3316,0.5739,0.464,0.8798,0.8602,legs
female,154.6,45.8,33.8,86.1,62.1,96.3,29.4,20.9,33.6,50.1,28.9,111.4,1.5507,1.3865,1.7939,0.8068,0.5768,0.875,0.7109,arms
female,163.0,59.3,34.8,94.1,83.2,99.9,28.2,24.0,31.6,55.4,33.0,103.2,1.2007,1.131,1.2404,0.6659,0.5957,0.8924,0.8511,shoulders
male,182.0,86.3,16.8,103.6,80.7,112.6,36.2,29.8,36.5,54.4,35.3,92.1,1.3953,1.2838,1.1413,0.6741,0.6489,0.9918,0.8232,shoulders
male,180.2,82.2,12.4,105.9,78.5,112.8,22.875,29.2,30.5,57.1,36.5,93.6,1.4369,1.349,1.1924,0.7274,0.6392,0.75,1.2765,arms
male,165.3,42.4,12.1,102.3,55.0,111.3,26.3,27.3,43.9,56.7,35.6,101.9,2.0236,1.86,1.8527,1.0309,0.6279,0.5991,1.038,arms
male,176.5,95.0,20.8,102.3,82.8,115.2,37.7,27.0,41.7,51.7,41.7,99.3,1.3913,1.2355,1.1993,0.6244,0.8066,0.9041,0.7162,legs
female,168.1,57.8,26.2,86.6,72.9,110.6,29.8,20.2,30.3,57.6,25.92,94.6,1.5171,1.1879,1.2977,0.7901,0.45,0.9835,0.6779,calves
male,183.7,73.2,13.7,98.2,81.0,128.0,37.9,28.1,40.0,62.9,36.2,98.8,1.5802,1.2123,1.2198,0.7765,0.5755,0.9475,0.7414,chest
female,167.9,56.4,21.9,88.0,68.3,93.7,30.4,23.9,29.7,54.6,34.4,101.5,1.3719,1.2884,1.4861,0.7994,0.63,1.0236,0.7862,shoulders
male,168.5,89.3,8.8,98.1,81.1,117.0,35.0,32.8,33.2,63.3,26.0,105.8,1.4427,1.2096,1.3046,0.7805,0.4107,1.0542,0.9371,calves
male,195.1,76.5,25.7,108.7,80.1,115.1,30.7,30.4,36.7,53.1,38.1,89.7,1.437,1.3571,1.1199,0.6629,0.7175,0.8365,0.9902,arms
female,165.6,57.9,23.1,100.7,72.4,101.5,27.4,24.1,30.4,58.6,35.9,85.7,1.4019,1.3909,1.1837,0.8094,0.6126,0.9013,0.8796,shoulders
male,188.2,70.8,11.3,101.8,71.2,128.9,32.1,32.9,35.5,57.3,41.1,93.7,1.8104,1.4298,1.316,0.8048,0.7173,0.9042,1.0249,arms
female,171.6,58.9,18.4,79.8,78.7,106.7,31.7,22.3,29.4,41.9,20.0,104.2,1.3558,1.014,1.324,0.5324,0.4773,1.0782,0.7035,legs
male,180.0,62.0,13.2,113.9,89.9,111.9,27.825000000000003,26.5,37.1,70.3,35.2,87.7,1.2447,1.267,0.9755,0.782,0.5007,0.75,0.9524,arms
male,179.9,64.1,20.4,109.7,85.2,111.6,31.9,23.0,37.6,59.9,32.4,109.6,1.3099,1.2876,1.2864,0.7031,0.5409,0.8484,0.721,shoulders
male,165.5,57.2,12.1,112.6,92.0,131.0,34.0,27.4,34.3,60.1,35.2,94.4,1.4239,1.2239,1.0261,0.6533,0.5857,0.9913,0.8059,glutes
male,177.1,100.6,8.5,121.5,80.6,123.7,37.5,26.5,40.5,63.2,33.1,91.1,1.5347,1.5074,1.1303,0.7841,0.5237,0.9259,0.7067,calves
female,164.3,80.3,30.2,89.5,78.8,89.7,25.8,23.7,35.8,57.2,40.1,106.9,1.1383,1.1358,1.3566,0.7259,0.701,0.7207,0.9186,shoulders
female,164.2,69.5,23.3,100.7,65.1,106.2,30.6,22.2,31.7,55.5,37.8,96.0,1.6313,1.5469,1.4747,0.8525,0.6811,0.9653,0.7255,forearms
female,171.9,69.4,32.0,95.3,91.4,111.8,25.5,24.2,31.6,53.3,23.985,97.7,1.2232,1.0427,1.0689,0.5832,0.45,0.807,0.949,chest
female,164.6,52.9,16.9,104.8,76.6,98.2,29.6,28.5,34.6,39.3,44.3,85.2,1.282,1.3681,1.1123,0.5131,1.1272,0.8555,0.9628,legs
female,158.2,56.9,27.7,75.5,73.3,112.0,25.0,19.5,32.7,54.0,32.9,90.5,1.528,1.03,1.2347,0.7367,0.6093,0.7645,0.78,chest
male,182.2,67.1,12.4,101.1,75.3,119.4,39.9,27.8,34.4,60.4,35.3,94.9,1.5857,1.3426,1.2603,0.8021,0.5844,1.1599,0.6967,forearms
female,169.1,65.4,25.6,104.4,83.6,109.8,28.5,20.5,35.8,56.9,33.0,98.1,1.3134,1.2488,1.1734,0.6806,0.58,0.7961,0.7193,arms
female,171.3,72.5,27.1,89.7,68.6,89.1,23.1,21.1,30.8,57.7,37.8,99.0,1.2988,1.3076,1.4431,0.8411,0.6551,0.75,0.9134,arms
male,172.5,80.1,17.7,108.7,85.0,119.1,27.4,25.3,41.3,45.5,41.4,99.5,1.4012,1.2788,1.1706,0.5353,0.9099,0.6634,0.9234,arms
female,160.0,85.9,34.5,89.2,75.1,99.5,28.5,21.3,32.8,66.9,30.105000000000004,91.6,1.3249,1.1877,1.2197,0.8908,0.45,0.8689,0.7474,calves
male,178.9,71.3,19.5,87.0,90.2,109.5,34.2,27.0,43.2,59.0,43.8,99.9,1.214,0.9645,1.1075,0.6541,0.7424,0.7917,0.7895,chest
male,176.5,86.8,25.3,107.2,88.8,115.4,33.4,31.4,42.0,54.4,33.0,89.7,1.2995,1.2072,1.0101,0.6126,0.6066,0.7952,0.9401,arms
male,171.5,93.4,21.3,95.6,98.1,106.3,40.6,29.0,31.8,67.6,39.9,93.0,1.0836,0.9745,0.948,0.6891,0.5902,1.2767,0.7143,shoulders
male,167.0,115.8,12.5,89.9,86.4,104.9,30.1,31.0,39.4,55.7,36.1,92.9,1.2141,1.0405,1.0752,0.6447,0.6481,0.764,1.0299,chest
female,160.4,58.6,22.3,84.9,82.4,109.4,24.7,20.0,32.6,68.9,31.4,98.7,1.3277,1.0303,1.1978,0.8362,0.4557,0.7577,0.8097,chest
female,164.3,60.0,32.9,93.2,80.8,108.1,31.1,27.0,36.3,69.9,39.3,94.6,1.3379,1.1535,1.1708,0.8651,0.5622,0.8567,0.8682,chest
male,183.0,108.9,12.2,104.5,77.9,122.1,33.1,29.4,33.8,62.8,28.259999999999998,97.1,1.5674,1.3415,1.2465,0.8062,0.45,0.9793,0.8882,calves
female,162.7,68.8,26.6,91.4,91.8,104.4,26.0,27.7,32.2,46.4,32.4,90.0,1.1373,0.9956,0.9804,0.5054,0.6983,0.8075,1.0654,legs
male,175.5,81.0,25.1,105.0,89.3,110.9,29.400000000000002,32.2,39.2,60.5,30.9,103.4,1.2419,1.1758,1.1579,0.6775,0.5107,0.75,1.0952,arms
female,166.9,58.5,25.0,87.1,71.1,108.5,29.0,25.5,33.9,50.8,33.2,95.5,1.526,1.225,1.3432,0.7145,0.6535,0.8555,0.8793,arms
female,175.8,86.5,31.0,90.8,63.1,105.5,25.2,27.1,29.0,58.3,31.9,99.9,1.6719,1.439,1.5832,0.9239,0.5472,0.869,1.0754,arms
female,171.1,64.3,30.6,85.4,76.0,111.0,29.2,21.7,32.3,62.1,31.2,92.4,1.4605,1.1237,1.2158,0.8171,0.5024,0.904,0.7432,chest
male,174.9,61.7,26.1,91.2,82.2,113.0,32.8,25.3,40.1,58.7,39.9,91.7,1.3747,1.1095,1.1156,0.7141,0.6797,0.818,0.7713,chest
male,164.7,59.8,28.5,103.8,87.1,121.5,36.3,28.9,35.1,62.9,28.305,106.0,1.3949,1.1917,1.217,0.7222,0.45,1.0342,0.7961,calves
female,167.0,51.5,36.6,82.9,76.7,102.2,26.5,24.9,33.6,59.1,32.1,98.6,1.3325,1.0808,1.2855,0.7705,0.5431,0.7887,0.9396,chest
male,176.6,80.3,29.1,97.9,64.9,129.2,35.8,27.6,36.7,52.3,43.8,96.4,1.9908,1.5085,1.4854,0.8059,0.8375,0.9755,0.7709,forearms
male,180.3,98.9,18.9,92.8,75.1,110.7,40.1,27.8,33.0,60.3,36.6,92.9,1.474,1.2357,1.237,0.8029,0.607,1.2152,0.6933,forearms
male,170.6,97.2,19.5,103.8,86.2,120.6,32.1,27.4,41.5,66.5,31.1,94.5,1.3991,1.2042,1.0963,0.7715,0.4677,0.7735,0.8536,arms
male,191.2,106.9,13.2,110.2,84.5,126.4,37.2,24.2,39.6,64.0,35.9,94.3,1.4959,1.3041,1.116,0.7574,0.5609,0.9394,0.6505,forearms
male,182.8,84.9,12.5,97.4,85.4,113.5,31.5,22.8,42.0,58.1,31.6,78.8,1.329,1.1405,0.9227,0.6803,0.5439,0.75,0.7238,glutes
male,181.9,84.9,23.2,106.9,85.7,116.0,32.3,29.3,42.2,57.4,25.83,98.6,1.3536,1.2474,1.1505,0.6698,0.45,0.7654,0.9071,calves
male,194.8,105.1,28.1,93.6,103.7,117.3,33.1,21.5,39.0,51.5,37.6,87.9,1.1311,0.9026,0.8476,0.4966,0.7301,0.8487,0.6495,chest
female,168.3,90.1,19.9,100.8,59.6,105.5,25.8,21.9,31.7,50.5,30.6,96.5,1.7701,1.6913,1.6191,0.8473,0.6059,0.8139,0.8488,arms
female,172.0,68.2,33.0,79.7,70.5,109.0,29.2,20.8,35.3,52.8,32.3,103.9,1.5461,1.1305,1.4738,0.7489,0.6117,0.8272,0.7123,chest
male,174.3,74.2,11.6,96.8,93.9,120.0,37.8,29.5,36.2,48.1,32.3,91.3,1.278,1.0309,0.9723,0.5122,0.6715,1.0442,0.7804,legs
female,170.9,75.7,39.3,84.7,86.8,115.1,27.2,24.2,36.1,55.6,34.5,95.0,1.326,0.9758,1.0945,0.6406,0.6205,0.7535,0.8897,chest
female,165.4,57.2,19.5,93.0,62.4,109.6,29.7,22.0,32.8,48.9,37.6,101.5,1.7564,1.4904,1.6266,0.7837,0.7689,0.9055,0.7407,arms
female,168.0,57.9,16.9,96.7,79.5,100.3,29.4,26.1,35.8,52.6,23.67,89.5,1.2616,1.2164,1.1258,0.6616,0.45,0.8212,0.8878,calves
female,173.8,57.0,22.4,85.7,69.7,103.9,23.5,25.7,32.6,70.9,30.9,112.7,1.4907,1.2296,1.6169,1.0172,0.4358,0.7209,1.0936,arms
male,173.9,101.5,15.5,96.8,75.7,110.7,34.0,28.1,33.2,71.8,35.0,96.5,1.4624,1.2787,1.2748,0.9485,0.4875,1.0241,0.8265,calves
male,176.1,77.0,18.0,99.9,91.2,119.8,29.025000000000002,28.0,38.7,56.6,40.0,98.3,1.3136,1.0954,1.0779,0.6206,0.7067,0.75,0.9647,arms
male,176.7,80.5,18.2,99.5,79.0,124.1,37.3,33.4,36.2,62.0,28.4,101.8,1.5709,1.2595,1.2886,0.7848,0.4581,1.0304,0.8954,calves
female,159.1,68.7,22.3,84.7,70.1,109.1,24.7,22.9,32.1,60.9,38.0,85.3,1.5563,1.2083,1.2168,0.8688,0.624,0.7695,0.9271,arms
female,161.3,67.6,20.4,92.6,94.4,104.9,26.4,22.4,29.3,64.7,36.1,91.6,1.1112,0.9809,0.9703,0.6854,0.558,0.901,0.8485,shoulders
female,165.1,75.3,19.1,97.8,73.3,97.5,26.4,27.4,29.5,51.6,23.220000000000002,101.7,1.3302,1.3342,1.3874,0.704,0.45,0.8949,1.0379,calves
male,184.8,96.2,20.0,95.1,79.9,120.3,28.8,32.0,43.1,56.6,37.4,104.3,1.5056,1.1902,1.3054,0.7084,0.6608,0.6682,1.1111,arms
female,174.3,45.9,24.1,93.5,70.0,116.5,33.7,21.0,32.6,51.5,34.3,98.2,1.6643,1.3357,1.4029,0.7357,0.666,1.0337,0.6231,forearms
male,171.8,45.4,8.4,91.8,78.1,119.5,29.7,24.4,35.2,51.3,33.8,91.8,1.5301,1.1754,1.1754,0.6569,0.6589,0.8437,0.8215,chest
male,171.1,77.0,14.7,106.5,82.6,126.4,29.4,27.9,36.3,50.6,35.7,108.1,1.5303,1.2893,1.3087,0.6126,0.7055,0.8099,0.949,arms
female,164.2,50.6,17.2,84.5,70.4,101.2,27.2,18.9,31.4,59.0,30.2,97.2,1.4375,1.2003,1.3807,0.8381,0.5119,0.8662,0.6949,calves
female,160.3,68.8,16.9,96.2,76.9,104.4,31.9,22.2,31.5,64.2,41.4,94.5,1.3576,1.251,1.2289,0.8349,0.6449,1.0127,0.6959,shoulders
male,185.3,80.9,21.6,106.2,78.9,121.4,34.0,24.3,35.0,54.1,24.345000000000002,102.7,1.5387,1.346,1.3016,0.6857,0.45,0.9714,0.7147,calves
male,181.1,87.8,19.7,103.3,88.3,106.8,30.8,24.9,41.3,67.9,27.3,107.0,1.2095,1.1699,1.2118,0.769,0.4021,0.7458,0.8084,calves
female,171.1,70.6,34.6,91.5,63.1,103.3,29.8,22.5,34.6,55.6,32.9,91.3,1.6371,1.4501,1.4469,0.8811,0.5917,0.8613,0.755,arms
male,179.4,54.6,13.3,84.0,78.4,127.6,29.3,30.1,46.5,66.7,36.5,102.0,1.6276,1.0714,1.301,0.8508,0.5472,0.6301,1.0273,arms
male,167.0,82.4,20.4,108.8,78.9,119.5,34.6,27.6,37.8,52.9,37.1,97.4,1.5146,1.379,1.2345,0.6705,0.7013,0.9153,0.7977,legs
male,182.7,96.4,22.1,91.7,84.9,110.7,34.4,25.3,41.8,62.7,40.6,103.4,1.3039,1.0801,1.2179,0.7385,0.6475,0.823,0.7355,chest
female,162.4,84.2,25.0,80.5,82.1,105.0,33.3,23.6,32.9,65.2,29.6,95.3,1.2789,0.9805,1.1608,0.7942,0.454,1.0122,0.7087,chest
female,151.8,74.6,22.7,96.3,77.1,108.2,26.4,21.1,33.2,61.5,27.675,94.4,1.4034,1.249,1.2244,0.7977,0.45,0.7952,0.7992,calves
female,166.2,58.9,25.6,88.3,70.4,106.1,29.9,27.9,34.9,65.6,32.1,87.2,1.5071,1.2543,1.2386,0.9318,0.4893,0.8567,0.9331,calves
female,170.1,72.7,33.3,72.2,84.0,106.3,22.6,24.8,33.4,58.3,38.5,103.4,1.2655,0.8595,1.231,0.694,0.6604,0.6766,1.0973,chest
male,177.0,59.4,21.9,111.2,72.8,112.6,30.5,26.6,39.2,55.3,38.6,103.5,1.5467,1.5275,1.4217,0.7596,0.698,0.7781,0.8721,arms
female,158.3,80.2,34.8,100.9,72.7,98.7,24.75,20.2,33.0,61.1,39.6,96.1,1.3576,1.3879,1.3219,0.8404,0.6481,0.75,0.8162,arms
female,164.4,58.0,30.4,92.5,75.1,106.5,30.2,24.5,30.9,61.4,35.9,96.5,1.4181,1.2317,1.285,0.8176,0.5847,0.9773,0.8113,shoulders
male,180.4,97.1,11.7,110.6,84.2,114.0,31.9,25.0,32.8,62.1,43.9,84.7,1.3539,1.3135,1.0059,0.7375,0.7069,0.9726,0.7837,glutes
male,183.3,81.4,23.0,99.2,78.8,116.2,24.5,24.6,40.8,65.2,29.340000000000003,99.1,1.4746,1.2589,1.2576,0.8274,0.45,0.6005,1.0041,arms
male,173.6,100.5,27.7,110.9,81.9,107.5,33.8,28.0,42.7,59.4,36.1,96.5,1.3126,1.3541,1.1783,0.7253,0.6077,0.7916,0.8284,arms
female,168.8,57.0,19.7,99.6,60.9,115.5,21.3,21.5,35.4,56.0,30.4,103.4,1.8966,1.6355,1.6979,0.9195,0.5429,0.6017,1.0094,arms
female,163.7,58.1,25.8,85.9,93.5,102.3,26.7,21.6,37.4,46.2,36.3,98.1,1.0941,0.9187,1.0492,0.4941,0.7857,0.7139,0.809,chest
female,160.1,68.5,20.8,91.8,87.8,105.2,22.9,20.9,32.3,53.9,35.5,102.5,1.1982,1.0456,1.1674,0.6139,0.6586,0.709,0.9127,arms
male,178.0,65.9,24.9,110.1,86.1,116.0,36.5,27.4,31.8,61.4,39.6,106.1,1.3473,1.2787,1.2323,0.7131,0.645,1.1478,0.7507,shoulders
male,174.2,71.8,19.4,102.0,84.8,118.9,34.1,28.6,40.2,65.3,33.0,94.8,1.4021,1.2028,1.1179,0.77,0.5054,0.8483,0.8387,calves
female,161.6,47.2,26.1,93.4,72.8,103.9,29.5,26.5,32.0,49.0,22.05,115.1,1.4272,1.283,1.581,0.6731,0.45,0.9219,0.8983,calves
female,168.9,77.7,11.8,92.9,78.8,102.1,24.150000000000002,21.5,32.2,54.2,33.3,97.2,1.2957,1.1789,1.2335,0.6878,0.6144,0.75,0.8903,arms
male,169.5,57.5,25.2,98.5,80.5,117.1,34.8,26.4,39.5,52.2,34.8,80.5,1.4547,1.2236,1.0,0.6484,0.6667,0.881,0.7586,glutes
male,176.8,91.4,20.9,104.4,83.9,121.1,30.2,24.5,37.7,53.9,41.7,98.6,1.4434,1.2443,1.1752,0.6424,0.7737,0.8011,0.8113,arms
male,176.1,83.9,17.6,102.2,84.6,106.9,25.4,26.9,39.7,55.8,40.9,95.7,1.2636,1.208,1.1312,0.6596,0.733,0.6398,1.0591,arms
female,171.9,76.6,18.8,90.1,83.8,105.9,29.9,19.5,37.8,51.3,28.0,97.2,1.2637,1.0752,1.1599,0.6122,0.5458,0.791,0.6522,chest
male,170.4,117.8,15.7,88.6,84.2,110.8,37.5,25.3,38.8,51.1,46.4,99.5,1.3159,1.0523,1.1817,0.6069,0.908,0.9665,0.6747,chest
male,175.9,74.2,13.4,93.7,99.1,113.6,25.5,24.5,40.8,56.5,25.425,104.2,1.1463,0.9455,1.0515,0.5701,0.45,0.625,0.9608,arms
female,168.8,57.7,29.5,87.3,72.1,109.7,30.6,22.6,31.8,65.6,37.1,96.9,1.5215,1.2108,1.344,0.9098,0.5655,0.9623,0.7386,chest
female,171.1,66.3,25.0,90.8,76.7,103.6,32.2,26.1,34.3,64.2,35.0,105.5,1.3507,1.1838,1.3755,0.837,0.5452,0.9388,0.8106,shoulders
female,171.1,75.1,29.8,103.7,69.7,102.9,27.2,22.1,28.0,64.2,31.4,101.4,1.4763,1.4878,1.4548,0.9211,0.4891,0.9714,0.8125,calves
male,185.5,90.7,13.3,90.9,85.7,112.4,31.7,28.5,40.4,53.1,32.0,96.2,1.3116,1.0607,1.1225,0.6196,0.6026,0.7847,0.8991,chest
male,188.2,67.0,16.1,109.4,101.8,110.1,27.224999999999998,29.1,36.3,53.4,37.0,106.8,1.0815,1.0747,1.0491,0.5246,0.6929,0.75,1.0689,shoulders
female,174.0,58.7,28.1,101.1,76.6,101.9,30.5,22.6,34.3,54.8,38.0,88.8,1.3303,1.3198,1.1593,0.7154,0.6934,0.8892,0.741,shoulders
male,168.1,81.2,8.8,94.5,74.0,129.8,30.0,24.1,38.7,68.1,30.645,95.7,1.7541,1.277,1.2932,0.9203,0.45,0.7752,0.8033,calves
male,184.1,88.0,14.5,103.6,71.8,113.0,39.7,31.9,39.3,46.4,31.2,91.2,1.5738,1.4429,1.2702,0.6462,0.6724,1.0102,0.8035,legs
female,157.5,62.3,36.6,92.8,75.8,96.9,22.3,19.9,28.8,56.5,36.3,92.3,1.2784,1.2243,1.2177,0.7454,0.6425,0.7743,0.8924,arms
male,188.3,109.4,22.6,98.6,90.6,128.8,26.0,32.4,36.4,54.8,34.6,98.2,1.4216,1.0883,1.0839,0.6049,0.6314,0.7143,1.2462,arms
male,176.0,89.4,19.3,103.0,81.1,123.5,38.2,31.0,39.3,63.6,39.5,114.7,1.5228,1.27,1.4143,0.7842,0.6211,0.972,0.8115,chest
female,164.5,55.0,24.4,87.7,78.1,99.1,32.2,19.5,28.9,55.2,32.1,89.9,1.2689,1.1229,1.1511,0.7068,0.5815,1.1142,0.6056,forearms
male,172.7,82.1,14.3,95.7,84.0,126.1,39.9,28.4,38.7,56.9,37.9,98.7,1.5012,1.1393,1.175,0.6774,0.6661,1.031,0.7118,chest
male,164.8,78.7,20.0,99.8,75.5,107.6,37.2,25.7,32.7,63.1,28.395,95.2,1.4252,1.3219,1.2609,0.8358,0.45,1.1376,0.6909,calves
female,164.3,78.4,16.3,79.1,69.0,103.8,26.3,24.6,35.7,57.7,37.0,102.2,1.5043,1.1464,1.4812,0.8362,0.6412,0.7367,0.9354,arms
female,157.2,53.7,17.9,89.0,75.9,93.9,22.725,20.8,30.3,52.2,31.1,104.9,1.2372,1.1726,1.3821,0.6877,0.5958,0.75,0.9153,arms
male,183.7,75.8,15.6,115.0,69.4,128.3,40.6,30.3,37.0,66.6,34.7,91.1,1.8487,1.6571,1.3127,0.9597,0.521,1.0973,0.7463,calves
female,161.6,54.6,32.7,84.6,73.8,93.9,28.1,20.1,30.0,55.3,38.7,103.5,1.2724,1.1463,1.4024,0.7493,0.6998,0.9367,0.7153,shoulders
female,164.2,61.3,30.7,86.1,80.7,112.7,25.1,21.3,31.6,47.2,33.4,110.4,1.3965,1.0669,1.368,0.5849,0.7076,0.7943,0.8486,chest
male,187.3,75.9,30.7,94.5,82.7,110.7,31.2,32.0,39.4,64.2,30.7,100.6,1.3386,1.1427,1.2164,0.7763,0.4782,0.7919,1.0256,arms
male,168.6,85.3,19.4,100.4,90.5,125.0,39.9,24.4,42.5,69.3,31.185,84.3,1.3812,1.1094,0.9315,0.7657,0.45,0.9388,0.6115,glutes
male,174.8,110.2,18.1,95.1,77.8,107.4,37.5,27.7,44.3,61.8,39.3,94.3,1.3805,1.2224,1.2121,0.7943,0.6359,0.8465,0.7387,arms
female,159.8,49.9,31.5,87.3,81.6,105.0,27.0,20.1,33.8,54.7,38.2,94.3,1.2868,1.0699,1.1556,0.6703,0.6984,0.7988,0.7444,chest
male,189.5,85.8,22.7,104.6,101.1,121.0,36.8,27.9,35.7,50.8,41.1,88.9,1.1968,1.0346,0.8793,0.5025,0.8091,1.0308,0.7582,legs
male,180.9,94.8,14.9,93.7,87.4,115.7,29.1,33.8,35.6,52.0,35.0,104.8,1.3238,1.0721,1.1991,0.595,0.6731,0.8174,1.1615,chest
female,172.0,55.0,27.6,85.3,89.9,104.9,25.5,22.2,33.2,57.1,36.5,100.0,1.1669,0.9488,1.1123,0.6352,0.6392,0.7681,0.8706,chest
male,175.6,90.5,14.0,105.4,84.3,116.3,27.0,22.8,36.0,65.4,43.3,112.0,1.3796,1.2503,1.3286,0.7758,0.6621,0.75,0.8444,arms
female,167.7,74.0,33.7,92.2,81.4,107.2,29.8,20.7,32.2,52.9,23.805,86.8,1.317,1.1327,1.0663,0.6499,0.45,0.9255,0.6946,calves
male,176.2,83.5,21.3,101.5,81.7,110.7,37.5,27.7,36.7,56.9,33.1,92.3,1.355,1.2424,1.1297,0.6965,0.5817,1.0218,0.7387,shoulders
male,176.0,91.2,20.4,112.4,94.9,133.7,36.2,29.6,36.5,63.0,33.4,85.7,1.4089,1.1844,0.9031,0.6639,0.5302,0.9918,0.8177,glutes
male,169.3,88.1,12.7,109.0,95.4,122.2,39.0,28.0,44.7,62.5,32.4,96.5,1.2809,1.1426,1.0115,0.6551,0.5184,0.8725,0.7179,shoulders
male,176.2,58.8,20.3,88.9,61.3,115.2,31.0,25.4,28.7,52.9,35.3,91.6,1.8793,1.4502,1.4943,0.863,0.6673,1.0801,0.8194,forearms
male,187.7,89.2,24.2,108.9,74.8,121.5,38.0,26.7,35.6,61.2,30.1,88.4,1.6243,1.4559,1.1818,0.8182,0.4918,1.0674,0.7026,calves
female,167.7,67.4,32.2,83.5,66.2,107.7,25.2,21.5,28.4,57.7,40.4,91.8,1.6269,1.2613,1.3867,0.8716,0.7002,0.8873,0.8532,arms
male,177.6,57.3,12.6,92.3,81.2,121.4,41.4,23.7,36.5,52.6,23.67,96.7,1.4951,1.1367,1.1909,0.6478,0.45,1.1342,0.5725,forearms
female,154.1,65.2,18.8,90.1,84.2,107.2,28.6,21.7,33.2,59.4,36.6,99.2,1.2732,1.0701,1.1781,0.7055,0.6162,0.8614,0.7587,chest
male,168.8,71.7,22.2,106.7,84.8,129.8,36.0,27.3,34.3,66.6,39.1,108.6,1.5307,1.2583,1.2807,0.7854,0.5871,1.0496,0.7583,chest
